	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	KO	WT	ko15	ko16	ko18	ko19	ko21	ko22	wt15	wt16	wt18	wt19	wt21	wt22
87	M336T2786	1.69730332883871	-1.09752144936487	0.29815056004843	336.00281952193	336	336.046886975023	2786.199	2779.791	2787.715	6	2	4	73353.4877647054	294165.216450004	54305.4408203125	61676.5755422492	43026.16015625	19222.9188939145	60737.6982421875	187153.935450003	317781.234954546	144038.598260868	171719.094857143	44872.389855957
88	M468T3130	1.44473674467496	-1.14159386171897	0.299576928103171	468.200012207031	468.124978324341	468.229557152172	3130.335	3042.382	3145.136	11	4	5	254514.739722221	156270.331058825	341179.963428572	248560.635986328	301389.02565	293268.006947368	264905.970833336	296463.629473683	352944.19863636	252340.912224265	258240.22425	879724.129777774
89	M314T2786	1.76331134369013	-1.08111211761519	0.305186987407731	314.004582029234	314	314.052905983057	2786.324	2779.791	2797.174	11	5	6	388253.14035	1499485.01160002	171070.656631579	390983.008	178926.450000001	77007.8809814453	165809.822937501	1015506.86694738	1678104.69790476	925856.843227275	823072.932899999	162686.444999999
90	M565T3454	1.26642768815198	-1.03463553987638	0.328016990122591	565.221501082724	565.195169122164	565.299987792969	3453.945	3445.09	3487.978	10	5	5	179734.780952381	117170.520444444	145338.47145	122022.2814	92879.2588235288	54919.8183806046	164572.995157894	200163.3648	214969.35675	172161.249599999	66834.194866678	83077.8370624992
91	M512T2925	2.89967114614355	1.07711763503585	0.328802016044471	512.259515327807	512.234914472872	512.286917318711	2924.7535	2920.667	2933.081	8	5	3	321916.964571429	2744626.00533334	237653.668571426	592109.12304762	81483.1903268914	174057.133714286	269403.422476191	491984.355000003	128841.438623047	82291.0048339844	278263.002772728	181050.207159745
92	M556T2911	2.70352437139406	1.07000675667635	0.330554444509803	556.294405533999	556.27669058021	556.342166833829	2911.399	2907.215	2918.716	10	6	4	297420.425000001	2346051.4133333	227810.118095238	563493.968761905	56475.5971764702	174975.49455	237945.078818182	523208.964571429	124019.990000001	63248.0052083333	239761.659428572	167908.022732205
93	M468T2938	3.12941036514842	1.06038407795738	0.336576290427598	468.23437286833	468.211630664721	468.259034557202	2938.3225	2935.31	2945.79	4	3	1	267867.79665	2828119.34476191	187332.388916016	534910.739999995	101992.758840461	159140.066046464	224459.21355	401168.034667969	118309.337171053	109714.556126645	253908.824013158	195996.493747287
94	M488T2884	1.71646136233112	-1.02164160334909	0.338131328790115	488.197298007666	488.191351180876	488.215520330647	2884.497	2875.508	2888.152	5	2	3	268054.639055554	197835.951473684	53250.2232801649	88965.603000217	54046.7501866958	36203.471733941	533143.139578946	47356.6918945312	82212.7587890625	121080.637350643	226005.728	188903.231894736
95	M268T3884	1.76179015078702	-1.01556130519132	0.338540839043741	268.200012207031	268.160013659624	268.207051764688	3884.297	3859.517	3890.558	7	3	4	5486.21936565897	44064.4807826089	272955.021652175	152727.236869566	48011.5900735294	86353.7957894735	1585.31846923828	466306.58655	207039.05295652	191819.343238095	115472.771473684	91761.2866467928
96	M524T3696	1.22214824386543	1.00928498283419	0.338887859666843	524.200012207031	524.200012207031	524.216288912264	3695.578	3621.884	3707.115	13	6	6	30259398.3610432	24143626.3013335	25558248.4773332	18530208.3973332	21509131.8572309	13700836.6899199	21262920.3626667	25771082.8106668	2742565.67152944	20685193.5813334	20468695.3476922	18468259.40736
97	M336T3668	2.26563437215134	1.02475901763609	0.339485340595475	336.166366643928	336.152399134554	336.200012207031	3667.667	3617.19	3686.438	5	3	2	11234.8380208333	664589.328842104	419444.23472222	209776.49989474	18750.1418334961	11975.4378255208	14253.8046875	19496.9388427734	290423.954944443	220986.217894736	31556.3860762747	12861.7124023438
98	M272T2732	1.63452102316509	-0.989915773580898	0.3491081839261	272.122978023788	272.119633285375	272.147740001037	2731.9285	2721.822	2748.516	4	1	3	224307.754666664	60846.7186315788	66674.0051398026	43662.9866536458	41065.4962280273	53811.5609580592	294518.89515	46743.2348632812	131285.22045	33735.5665147569	65013.8517833891	230220.889999997
99	M308T3258	2.48637218456293	1.02490343160834	0.350977167631269	308.121772465821	308.100006103516	308.17109401274	3257.991	3253.211	3264.181	12	6	6	312927.856055554	1931395.44421052	246074.480470591	237549.176999999	146735.965000001	114054.477882354	209238.895058826	355567.999999995	145089.129333335	121584.974823529	247134.923473684	123431.55
100	M287T3260	1.09140733919503	-0.969751576242777	0.355624712054612	287.141751118956	287.100006103516	287.185429479009	3259.5535	3253.211	3265.401	8	4	4	381592.923444443	383820.556526321	388006.065777782	306923.569852941	300519.125	274801.812442555	471955.262421051	357491.384999996	327052.090736841	302366.610947368	398680.494772518	364192.84375
101	M335T2786	1.66903995781466	-0.967563626230048	0.356080578857279	335	334.971137933392	335.026107182788	2786.041	2779.791	2793.925	11	5	6	382769.55555	1344842.91240002	190478.179047619	255464.744954546	163243.312761905	47842.9495849609	215083.925333334	843755.312100012	1435113.39672728	591752.314695647	763566.362000002	130790.895238095
102	M596T3702	3.15811313231743	1.00555813341056	0.357217747441565	595.974694458921	595.868389759797	596.048753184221	3702.068	3677.308	3714.217	5	3	2	28723.55811983	381904.347388887	65769.9201666664	61369.2963888896	0	0	0	67326.7272949219	47342.4892500004	2898.45045381434	52713.4785882358	0
103	M584T3507	3.36723172573854	0.996682660190363	0.362887515719832	584.402795181366	584.323919094036	584.470584317396	3506.778	3502.948	3511.449	4	3	1	8146.99716796875	279786.005000001	35657.1009375003	48589.7444375004	0	6312.37435913086	31298.6672851563	30981.0676874997	16035.4312220982	0	34089.4001464844	0
104	M578T3943	2.14490925952601	0.986917634990624	0.363251014408166	578.296297830023	578.200012207031	578.34904044099	3942.7	3936.471	3998.699	5	3	1	77260.4207356771	2081580.34971427	501358.903269235	339524.894277719	250721.397460938	257209.574055559	69775.6742931548	358898.398871528	622064.952962962	322537.81984375	162534.982012068	99528
105	M365T2686	1.13355580467569	0.934747398109126	0.371960977087863	365	365	365	2686.001	2682.932	2689.057	12	6	6	12540961.9885714	13086927.3322667	11725804.6293334	7176350.08193936	9905615.66109091	8655442.52159993	13169757.888	10032806.1351724	8963502.49275003	6327210.04412119	8737740.73238712	8426676.80129039
106	M508T3368	1.49334719737953	0.933003333011933	0.376519804990086	508.100006103516	508.100006103516	508.100006103516	3367.572	3359.714	3405.786	5	1	4	241715.400390625	250698.915000001	0	343871.245682566	666645.22575	270460.994654605	321721.879999999	137559.571187501	100910.034082031	0	288185.359999998	339151.26915
107	M264T3154	1.23796442133723	0.914071754474453	0.384287497330801	264.144101497159	264.128515370573	264.157955786817	3153.966	3152.38	3157.838	10	5	5	24685.127360026	185347.325166669	165143.892388888	188573.028	181567.06395	195963.039	35129.4330623851	129476.97317647	150120.706210526	169945.459473684	130895.083222224	144776.874666667
108	M552T3360	1.32233621658645	0.92310333500708	0.385888060582442	552.100036621094	552.100036621094	552.200012207031	3360.002	3346.938	3374.319	5	3	2	373539.000454546	250907.250285715	281115.48828125	156911.52878418	237708.441904762	333635.824315789	291562.140869141	136019.866443452	478935.559181819	52432.6708762429	80863.4504999992	195740.109667969
109	M538T3938	1.84325196899088	0.90720690398316	0.386454554218034	538.092100874552	538.06283578165	538.100036621094	3937.612	3929.581	3989.648	5	3	2	99347.3692491319	246050.414947368	243435.387894736	101693.219888888	0	0	191859.61	0	5879.60522460938	163954.534611113	12930.2319078947	0
110	M592T3507	3.60720754589559	-0.933839162107264	0.389553409590262	592.44003748873	592.362860110981	592.536087862286	3507.023	3504.903	3511.22	5	2	3	228098.477499999	0	22959.0045318604	5362.35633042279	106611.367187501	3518.60678998162	38771.4405517578	2937.48370361328	68675.878588236	5114.35574776786	162782.695368421	1043939.39505882
111	M284T3695	3.36821735717227	0.93133200122959	0.391885263472788	284.200012207031	284.196028089151	284.200012207031	3694.877	3628.239	3702.528	5	3	2	715122.055000005	4301240.32	201407.679633247	177969.805411767	8146.84321521577	118512.039666427	594958.901333334	712510.78035	226960.656141493	46755.0242341694	33005.1873458059	25370.7250976562
112	M401T3329	1.34123981075269	0.895349337490249	0.393141576183604	401.100006103516	401.089489228825	401.100006103516	3329.338	3321.308	3337.063	5	4	1	110491.152954102	168282.885	240788.109176469	363286.882105268	205112.030000001	60519.9294433594	123686.130208333	71950.4908447266	176625.202148438	133007.918774414	66862.738683364	284150.623578947
113	M366T2686	1.13302671196066	0.887945585607854	0.395544204040704	366	366	366	2685.943	2682.932	2689.057	12	6	6	2864111.74041378	2952706.01703227	2484968.45832259	1546876.71483871	2118036.4905	1929729.09733332	2914143.2096	2259649.11013334	2003961.26400001	1404628.31174999	1879524.96666667	1802965.95306668
114	M431T2687	1.10198725503965	0.885077351021304	0.397821975859382	431.102372495927	431.070537331902	431.114881916364	2686.658	2684.422	2694.794	12	6	6	559442.450769229	796036.924965517	718791.792	910517.598374995	844283.422965514	847285.748964285	589107.861692306	533617.455461542	603054.767172414	757021.325666668	838407.270972977	922359.397206902
115	M235T2694	1.10681077603228	-0.878977578206322	0.400223850815985	235.055008642385	235	235.093767379108	2693.99	2667.208	2720.471	6	3	2	171995.219166666	128945.162444444	155442.477176472	161333.655287799	101904.459309896	115580.604003906	199981.494315789	142638.149414062	156968.294823531	172488.139465332	142857.662760417	109476.365234375
116	M353T3498	1.20102275073284	0.874124213332505	0.403324320145297	353.127765068609	353.095218123337	353.153751489773	3497.9115	3495.383	3500.018	12	6	6	223895.036722225	261258.573473688	205854.357166666	124798.5027	128120.89155	106673.072421052	245539.783333336	159550.185	120134.525222222	127073.726315789	114163.62	108292.97505
117	M254T3230	1.92802666917066	0.896467608883706	0.409265581184753	254.111490108224	254.100006103516	254.173482453927	3230.021	3227.458	3241.601	5	3	2	82117.90234375	564680.785500003	89307.0016499999	127186.809904762	46025.1239379883	28292.5352590461	80754.9365234375	124200.880761903	108479.02168421	43567.9271351207	80151.3646728516	49151.4652954102
118	M486T3467	1.14611331579856	0.860231197248669	0.410210981881858	486.156012418208	486.117760475128	486.200012207031	3467.284	3453.1	3471.324	12	6	6	300614.063217392	317441.045956525	333286.343619048	271452.663391305	187876.377833332	190974.995333334	281818.935391305	252367.699909092	311629.398636364	260242.879826088	176497.753760001	114901.56568421
119	M310T3638	1.29543205508622	0.86317122422065	0.410981971852345	310.200012207031	310.179752514457	310.215341974532	3637.55	3600.799	3684.293	11	5	2	192388.209199998	232015.944999998	197712.638812498	74611.4379882812	131799.345882354	128400.293647058	272303.463222221	161525.214999999	111250.912630208	57473.3469509549	101874.696494655	34266.3533742804
120	M318T3245	1.13532129459715	-0.858408770702737	0.411888470995444	318.11302847168	318.088375294962	318.139348829072	3245.246	3242.416	3253.49	8	4	4	41481.3013269761	103649.400444446	99212.9683157892	127139.6679	94649.7409499999	113150.389578949	113555.947414822	121177.392761905	90519.6000000005	98147.5535238096	86428.6559244792	147843.707789476
121	M256T3452	3.14106630233771	0.889851631602565	0.414002472775198	256.150027482604	256.124743133085	256.185234127521	3451.957	3447.85	3458.226	8	3	5	229192.801894736	2899288.968	245869.325000001	110699.46561472	61597.6290090461	67604.970780222	249301.22985	293543.9313	185415.276	92262.3958333333	170656.943739131	159465.517714286
122	M579T3508	2.01781293094397	0.878736753865077	0.418120390438786	579.409432823756	579.346466820528	579.458577865222	3508.379	3507.508	3515.317	9	4	5	264095.935417624	1572160.40327777	187855.538823531	352386.355	72984.4504210524	45049.9428710938	198488.908447266	349901.245749997	190138.788000002	96021.4351249991	154232.777647058	247472.489722221
123	M282T3470	1.96643339870927	0.875434554116694	0.419085679732329	282.176696755388	282.119591212362	282.200012207031	3470.3165	3456.979	3473.49	10	4	6	745727.15505263	4632131.53431585	772077.813882348	949999.735052629	231363.317545573	153129.106160482	609642.461789472	863350.164210524	1100345.79368421	419170.930285715	547837.99536842	265745.791058826
124	M244T2829	2.02039736903669	-0.85545596810091	0.421708146589582	244.100006103516	244.100006103516	244.107425472301	2829.2905	2823.615	2839.493	8	4	4	612169.851789472	256316.46968421	90539.8608333344	33346.0374755859	52043.9745822483	115505.419555557	627834.974947367	54486.5649414062	168524.487263157	29555.9562174479	110170.729789473	1352929.86389473
125	M324T2792	1.12938183197785	-0.84063514623805	0.422397279098897	324.094340549664	324.07519490258	324.117463081709	2791.6645	2782.719	2795.589	10	5	5	339832.022400005	284679.760000001	341633.138608697	175297.955891927	264128.199916667	283695.318260871	455424.617142858	379752.33195	303409.426791665	224206.885541668	241936.248091264	303097.266454546
126	M598T3691	3.4592840444223	0.865835102737412	0.424638628461911	598.439452048864	598.369485686677	598.477790757289	3690.783	3668.888	3706.392	5	3	2	12079.6832885742	592732.098000007	51683.7472941173	43868.5150000001	2407.93446180556	2025.25254193474	7272.51243489583	93591.0871875008	23239.4676106771	11737.3457892923	55230.0193333331	12670.3479721967
127	M557T3513	2.18420978935953	0.86096742248996	0.425421415606859	557.380568126605	557.328045681441	557.465415040059	3513.126	3507.088	3518.013	10	5	5	164180.723000001	1176247.34682352	120797.525625001	228162.163764704	5553.85205078125	56760.4164705878	138021.227749999	319202.61670588	116473.876941176	70883.5449999999	90184.430117648	67218.634966682
128	M570T3210	1.29990460566734	0.834067260322074	0.429647766022923	570.200012207031	570.115533052472	570.20613232835	3210.11	3198.128	3229.396	10	6	4	205973.943875002	232350.855	354455.884105262	725809.896000001	474538.592423081	154042.176499999	349524.734947368	363812.704421052	326280.823567708	301688.651249997	253018.245000001	57466.317313058
129	M564T3871	1.42550120354279	-0.831789103198573	0.430012962255457	564.257740171011	564.242424356388	564.362944879041	3870.8175	3830.339	3884.447	4	1	3	92479.5569747122	208151.260000001	389919.8121	137235.535400391	144546.10609654	106255.893570964	231250.27561111	633756.23655	278991.885714286	167677.768707275	118724.131713867	107128.427815755
130	M520T3246	1.05304842397417	0.836531912015126	0.432896925331023	520.200012207031	520.181218371004	520.200012207031	3245.7785	3199.733	3293.469	24	6	6	747573.961111108	719630.820000003	752952.51705263	648773.970736841	720775.2813	735121.50673684	625703.516631577	764567.27715	748703.378999999	659716.08273684	525815.37525	782454.65565
131	M477T3290	1.19326174535397	0.820634990647866	0.433083446075849	477.133157383903	477.100006103516	477.240155204411	3289.7015	3287.73	3301.164	4	1	3	193996.816004136	139564.875444444	155240.409667969	128990.883056641	68494.2844880757	68043.9115789472	150797.14	124660.7871	119075.048159951	109904.689348493	68485.2059133429	59236.1534117643
132	M570T3511	2.88809701543502	-0.84491440394102	0.434172097408246	570.437881698861	570.329145828009	570.456889782553	3511.307	3508.663	3518.177	5	2	3	189817.529124998	0	25253.1958007812	34597.4239654541	103484.865176472	48416.7236328125	80854.2508235302	11345.8857945033	36864.7179236779	7066.96334134615	99991.9164705875	923648.626588245
133	M200T2924	1.52027771534843	0.835010973790733	0.435244662504675	200.100006103516	200.100006103516	200.100006103516	2924.027	2876.967	2939.45	9	4	5	147887.526315791	451600.713166665	65290.3849285717	52834.5741624099	70042.5280949519	162012.438555555	175177.078526315	82619.4799999999	46255.0268554688	69198.2221333338	153273.468705881	98144.2800000001
134	M420T3885	1.38583412183268	-0.800875104555246	0.441859228340741	420.212720269475	420.196088280332	420.229478770445	3884.9375	3860.932	3887.637	4	1	3	44297.6423339844	211575.794055555	120918.025812499	148074.747601677	22704.5915527344	23417.2089192708	66755.5220013787	107860.665944446	260905.972833332	202773.7014	91212.8248596191	61785.980758667
135	M462T3288	1.33188636318832	-0.793108653232204	0.446893889383746	462.198702845658	462.100006103516	462.200012207031	3287.932	3226.356	3392.748	12	4	5	18023.2788722826	10291.1660000001	566169.970434785	743806.708479996	914624.248333338	949825.104999992	12826.7287703804	896643.627743588	904380.338181814	828449.181303031	803904.302400005	819482.187909082
136	M256T3665	1.2954972316053	-0.793742259223723	0.447760882655654	256.151909400348	256.123518578293	256.200012207031	3665.226	3634.577	3684.644	8	2	6	307708.367333335	207677.005714286	275104.924500001	96560.1014245075	47086.1163517879	28693.9383036296	258452.243181819	338390.940416664	213618.130173914	180384.485681819	164675.679913042	91822.7078125008
137	M343T2684	1.07552742643862	0.759155643168074	0.466252468611454	343	343	343.032383341394	2684.479	2681.357	2687.522	12	6	6	20269361.9199999	21948623.1359999	17930719.6444444	15378115.2937143	15793756.4586666	17800198.0504617	22065406.8258461	17773756.4603076	14333257.9034074	13440374.5721379	15108077.3262222	18737045.9022223
138	M361T2688	1.0607410532495	0.753932078388991	0.469195237499677	361.053138645882	361	361.100006103516	2688.2635	2680.113	2692.137	12	6	6	2206508.13138461	2560830.27437036	2364088.7256	2322160.13866667	1625820.32355554	2088472.47230768	2461531.84383999	2144658.74304001	1938517.95013334	1912069.57165715	1753050.83946666	2204020.80864
139	M372T3282	1.33863056914781	0.750668864866642	0.470156682546343	372.200012207031	372.100006103516	372.200012207031	3282.155	3213.072	3384.012	11	5	5	36499.4311908923	5201100.80430768	3894763.17394285	3037266.13622858	2934672.46500002	2365565.97733335	13476.6231689453	3457744.20654547	3646832.88496552	3227975.36506667	97918.9199999993	2606604.10226088
140	M403T2953	1.10172346396859	0.741164509519148	0.475643449716163	403.091763453068	403.083733811922	403.100006103516	2952.9065	2944.415	2961.58	6	3	3	93996.9987368433	100671.311166666	111200.257388888	65208.1370713976	65849.887996898	86898.2351111121	109363.012611112	85233.293473684	65450.8104176241	65645.8774142795	59896.3871527778	89870.0646111107
141	M590T3211	1.23666527162583	0.73726501790058	0.477924021688798	590.18023110951	590.100036621094	590.190796661925	3211.29	3201.328	3228.521	8	5	3	70909.0496470583	279821.979157894	204573.049894736	199358.9805	99510.9333753084	180332.3184	115432.179156135	262258.574842105	196557.389473684	139367.952842105	57818.3669562089	65094.4946546053
142	M596T3803	2.5120860415217	0.754592932881217	0.483619833618771	596.343180866694	596.299987792969	596.364465502325	3803.139	3779.513	3820.784	11	6	5	195519.464055558	4482351.4364445	273204.871222221	161920.106833333	171784.272631578	137865.603368421	118113.781143852	620204.697722229	293010.80811111	142623.144999998	473434.137684209	511236.051111109
143	M568T3604	1.86780090564323	0.738253762518016	0.489623206146985	568.299987792969	568.299987792969	568.317739356507	3603.94	3591.465	3621.3	11	6	5	327279.961555559	1822905.46789473	181116.053789476	118455.561157894	166357.035157894	104334.628235293	37047.4791370739	245649.788421052	228253.684999997	99104.8017777773	296017.619473683	550424.853368428
144	M597T3803	2.43092139873	0.74348782183287	0.489693748443018	597.33781844637	597.307253946148	597.371434632444	3803.479	3781.438	3820.784	10	5	5	67248.6522352948	1671423.26444446	104149.96517647	66215.7910588231	67707.4478947367	58273.7155761719	34842.4821428571	230637.900705885	124673.3067	59829.3910555562	180230.293578947	206925.51375
145	M205T2788	1.08450793056538	-0.7100026782451	0.494128845284976	205	205	205	2788.3765	2782.719	2795.55	12	6	6	1778568.944	1567038.13810526	1482796.3848	1039129.81818181	1223132.352	1072037.6985	1950287.4888421	1466780.59999998	1572679.16109091	1275312.75818182	1356014.33418182	1231442.16000001
146	M343T2597	1.19446918399097	0.709907161031518	0.495646242642199	343	343	343.100006103516	2596.905	2590.07	2598.405	5	2	3	2472386.87022221	2933970.36399999	1691486.68739149	1286187.17990451	1408556.76855469	1947120.78038194	2741281.88444443	2378377.52755554	1124932.20616319	300731.615999998	1339690.91447368	1943375.57275391
147	M207T2718	1.1177519919169	0.706060628146585	0.497151689571628	207.084964531797	207.043985870841	207.100006103516	2717.594	2715.748	2721.091	12	6	6	380873.049000004	460629.738315788	351750.138318178	219287.967652175	286848.560869565	235022.62605	417169.584947367	324892.46336842	277990.700681815	220972.351999999	252874.0107	236728.159999998
148	M513T3528	2.1252244363987	0.726936608152237	0.498996207560944	513.340983244621	513.26316358276	513.400024414062	3527.987	3524.857	3533.832	5	2	3	13911.5753936768	461814.317714286	9888.26911477482	75865.0401250007	14327.410181949	28955.4027677837	25112.8477539063	55304.1826171875	17603.7759246826	64899.9323157893	51812.4549999999	69830.6411250006
149	M573T3399	1.0593724883603	-0.714096147606971	0.499281607644351	573.223263694001	573.1873463052	573.299987792969	3399.158	3386.942	3425.941	11	5	6	109852.840222222	100482.39	105593.061444446	90522.7300000001	106757.579578947	114065.883789473	104338.55	143399.257263158	121220.596666668	85290.8590588244	104508.92595	105759.143157894
150	M312T3872	1.3666971416384	0.718803905093818	0.499568700664494	312.20247765531	312.19059318318	312.218933956837	3871.941	3870.913	3892.621	4	3	1	219733.398857143	458436.955419356	176647.374227271	76926.1773546007	73945.8197631836	49048.3337402344	205753.020210529	161880.613769531	113525.543334961	120128.776394314	88091.5430636936	82362.8499603271
151	M335T3001	1.67158127965143	0.721219030710303	0.501272358239968	335.183575410458	335.106784745759	335.200012207031	3000.598	2990.408	3038.157	5	3	2	66766.0714874268	407360.885485715	40837.0440625003	39732.0314366958	27377.8009033203	74448.9465882348	58598.3932834201	115959.253444444	68347.8399011949	45435.080480239	53186.2460327148	51228.7099999999
152	M306T2928	1.13413469799509	-0.698595199023664	0.503793060807921	306.100006103516	306.100006103516	306.143317329871	2927.78	2921.65	2936.27	12	6	6	215368.056842105	409645.009999996	246498.779428572	247480.004571429	265343.086105267	270333.703263157	362282.185894736	292946.1204	193570.524952381	186105.9595	467150.934999996	374561.3928
153	M552T3828	2.07804891822196	0.716375228567061	0.505023866558059	552.302745240777	552.251089968168	552.320754658169	3828.458	3814.858	3875.558	7	2	4	496456.078421051	3343973.28888893	236052.4778603	143443.014705882	61405.859375	108000.615347055	568338.805894744	442038.506000004	224461.366866262	158086.689583333	331846.08255	387465.318947367
154	M382T3245	1.12459420917009	0.691968392510462	0.510561019028052	382.108878723042	382.100006103516	382.165594415019	3244.896	3239.351	3265.401	11	5	6	339224.017354329	1242416.70553846	1084915.21824	944606.182999999	846849.934719996	1212011.09309302	544489.261970586	1016638.70495999	920957.342481485	883904.547076925	794106.697571428	881742.631764707
155	M518T3418	1.09911301365567	0.666254093482496	0.522235606398954	518.19444750773	517.980766493504	518.202373267029	3418.397	3374.302	3521.132	15	6	6	901301.459809525	1211914.85008695	1259788.4090909	1089064.38781817	833408.718409093	551554.74536842	861712.009565221	896020.551391308	1159243.20945455	1015156.2795	715896.856380953	671744.854857143
156	M508T3844	2.71333434487756	0.665648742100194	0.534664392632522	508.300018310547	508.300018310547	508.300018310547	3843.69	3828.708	3846.209	4	1	3	0	2015836.23777777	0	99171.1706542969	0	0	16236.7128295898	195328.718933335	132112.350097656	75093.8293887868	206123.097176473	154591.760842105
157	M344T2684	1.06372470060133	0.638379240060438	0.538732165122211	344	344	344.009091672383	2684.479	2598.405	2687.522	13	6	6	4426345.38367998	4808488.3033846	3954886.76207407	3374426.07171428	3500474.55514285	3862062.16338464	4933534.99015383	3982326.32769229	3276619.29422222	2910182.54628571	3298613.41107691	4092027.59644448
158	M585T3706	1.91995305592494	0.646787775385393	0.54244342278696	584.990900591831	584.856859761332	585.06271561809	3706.377	3674.458	3712.652	5	2	3	42463.03125	420505.267055554	26534.192779541	67678.425	1432.59932215074	0	31689.7478942871	117488.204166666	88232.9484705876	5247.54777526855	47924.758588235	368.446158854167
159	M569T3608	1.64935627414792	0.648230130802914	0.542555383333594	569.307764832945	569.299987792969	569.355145456041	3608.4455	3591.599	3622.004	8	4	4	135591.481499999	613761.403263156	81690.2526315787	33809.3713378906	63009.3581666664	15932.740234375	49324.5094401042	78086.0329444453	93720.1606499999	41393.026899858	117895.089722222	191801.156055558
160	M593T3683	1.8222185053376	0.643970714450023	0.54423663543417	593.41785467864	593.259788593727	593.4660958011	3682.6845	3665.721	3714.448	12	6	5	103177.32	2446358.71422221	213074.565882355	425769.740166672	79095.2569411759	114716.447999999	0	780080.987111107	329582.871529409	154498.365	255909.58336842	336012.97936842
161	M345T2685	1.06398334061371	0.628439825260864	0.544572888707035	345.015424623083	345	345.047905564364	2684.6985	2681.357	2687.522	12	6	6	703795.376159996	744691.642961536	602322.945185184	508404.360115383	553315.795724136	600422.533615389	763241.946719996	611646.437769228	486979.557919997	458777.105178571	524993.430296295	644033.316807697
162	M448T3873	1.19438469321926	-0.621447362643901	0.548231341418296	448.200012207031	448.195263286512	448.200012207031	3872.948	3858.102	3879.652	7	3	4	480186.858666667	1356723.0432	1132937.72244444	640961.880381709	327386.518798828	591727.546758621	506906.855619048	1432046.08581819	1418936.49706667	622800.626065341	620315.745905096	809465.563285718
163	M430T2686	1.07026853614058	0.619008485333638	0.549862210676789	430.100006103516	430.100006103516	430.116097110411	2686.001	2682.932	2689.172	12	6	6	1911680.01791999	2124743.95496298	2487771.1712	3076213.27122579	2957369.11062068	3015873.97428571	2006604.23167999	1906550.55881483	2222892.7003871	2633887.04441379	2700539.93057143	3080688.13896297
164	M283T3884	1.3204058658335	-0.62306425771937	0.554950437279855	283.200012207031	283.179160123574	283.200012207031	3883.922	3859.517	3889.702	11	6	5	414367.554944449	880917.95504762	1102490.17295238	485863.612954547	488737.758476191	479697.692045456	214465.971289062	2341040.004	806746.587818184	671217.807869564	573786.613826089	479045.105999995
165	M304T2925	1.0739615912637	-0.611167950575066	0.555455245498164	304.100006103516	304.100006103516	304.142272643449	2924.5415	2915.23	2937.855	12	6	6	1948205.59866666	1198308.81915	1243865.55189473	1045968.56747368	1419171.7776	1626956.84294736	1675019.50652631	1672881.4716	1125530.49168422	1313723.88165	1820963.30040003	1501736.01431579
166	M537T3566	1.17670135370405	-0.610152318442168	0.555932353040438	537.200012207031	537.196328993248	537.202497624071	3565.621	3562.463	3569.941	4	1	3	70612.6150065104	171073.28	257157.064453125	156551.881347656	261179.597714286	111597.018087636	74837.7110072545	232650.500473022	211227.206105266	284329.938285715	304740.047238096	102065.341722571
167	M571T3108	1.5014096107088	-0.611134921398064	0.5570545346474	571.105309553909	571.100036621094	571.114626810414	3107.797	3055.857	3139.79	6	3	3	371991.7449	358175.763999999	259075.998080002	2315.12579666941	5852.24338107639	7855.23803710938	485556.219999999	662069.31195	326378.643809524	5999.25549316406	13756.4818050987	15556.2921142578
168	M373T3272	1.23666976224343	0.599226472225727	0.562353007674329	373.188871986092	373.100006103516	373.200012207031	3271.93	3216.162	3385.576	11	5	5	37902.9501065341	1170804.48141177	1009312.48438889	739726.507303031	703978.476782611	575113.410240004	37197.2446607507	822775.278321428	845697.310214285	789026.458966668	825939.566357147	105370.371750001
169	M302T2789	1.11865064908538	0.58681235723524	0.570349835824201	302.002672858962	302	302.017501080938	2789.394	2782.719	2795.55	9	5	4	494305.840736848	319649.88968421	450510.293739132	222683.876953125	350811.965000002	251603.2713	525006.2961	305139.005000001	301177.067227273	205882.874421772	267340.425223214	263387.935000002
170	M570T3108	1.50442995189423	-0.590457666552532	0.570433979604919	570.100036621094	570.100036621094	570.127634459502	3107.797	3055.857	3138.205	6	3	3	1108794.94452633	1107333.5808	772818.678875004	11412.0775724712	5989.70835474918	0	1485427.06575	2055392.8104	963487.972571429	12698.9645867599	4507.92172080592	1326.73156738281
171	M571T3709	1.76505994210808	0.597060785083353	0.572177109836376	571.396531639077	571.274183570362	571.441272304891	3709.2825	3669.846	3804.91	12	5	6	172301.948277777	2219742.2391111	264564.815	259821.466333332	3520.20984604779	86854.0312500007	83754.0868235288	814670.817882361	304004.38	173383.324888888	242164.970000001	85536.6399999999
172	M535T3519	1.50570649952297	0.591478103864924	0.572639367018918	535.358504374716	535.318861578764	535.430586935146	3519.29	3516.957	3523.008	8	4	4	431006.044277776	839619.298499996	51407.1199999999	161630.59211111	33815.0524259868	24038.9488846628	449265.605793104	233339.476444443	103903.930175781	46040.7350000007	79460.6840820312	111772.793647058
173	M322T3505	1.12768353955498	-0.582731885406684	0.573039290016034	322.148665499173	322.100006103516	322.199069149345	3505.423	3498.323	3510.688	12	6	6	648546.052235301	1058978.4797647	1722624.64941175	1324834.36378947	650881.4844	937782.190947366	1401260.84894117	1450700.3701111	1509039.62368421	1351949.24577779	536634.537157893	904041.925684208
